1.04782037,3.95354217,-14.61032381 1.37952272,-14.59392101,4.04947776
-7.67558672,2.90576338,3.64784868 2.9759858,-0.04891006,-8.29517609
-6.55741598,3.62116048,5.65299178 2.37246912,-8.17004968,-1.87278181
-12.52286961,1.27402864,4.13875278 4.11782061,1.13939364,-12.49304958
1.4164927,-9.09644988,-16.36741842 -16.37501678,-4.20235133,1.41914296
2.46967495,-1.69431626,-8.23968407 -6.7732075,5.38296756,3.65384851
3.92911281,-10.39169061,0.38126225 -10.39073973,4.2719346,2.25808114
2.83171457e+00,3.57624197e+00,-7.78136167e+00 -6.41095275e-03,-8.15881764e+00,3.04431548e+00
-16.25002536,-12.43446974,1.4200797 1.424707,-1.93586065,-16.37726753
-8.12262589,-1.95391081,2.01072291 3.61011876,5.872414,-5.98209748
-7.03132729,4.98045425,3.6716102 2.58402111,-1.42262341,-8.28005225
3.23830529,0.61701167,-8.18693931 -7.95857258,1.87347028,3.53149973
1.41671872,-10.49143242,-16.34310145 -16.37397009,-3.9598969,1.4155303
3.60096984,-6.59462446,5.66922406 -8.13209935,2.4019446,-1.89142314
-10.45372187,0.27653754,3.87702399 4.2987727,2.42175956,-10.36946106
-8.16654462,2.52784687,-1.31648178 3.61490072,-6.94344099,4.82459032
1.41825339,-9.77135333,-16.39270658 -16.37540864,-4.69223326,1.45289915
3.60954675,-7.90453802,2.20574676 -8.28971381,3.16984119,0.39225985
3.60120131,-7.79673852,2.54742178 -8.23262316,3.07659098,0.17334708
-8.0656473,1.61874802,3.54479841 3.32670716,0.80776116,-8.26441396
2.87409793,-0.78172323,-8.39166469 -7.59762405,4.04205534,3.71910926
2.54833797,-7.69002736,3.62653309 0.17523388,3.01581794,-8.28173083
-8.23551424,-1.63850226,2.37511923 3.65421801,5.31865398,-6.63167725
2.33183224,-8.15778267,-1.55048364 -6.57480344,3.61574823,5.19250083
-16.34718412,-6.72451811,1.42409572 1.38785962,-6.88623553,-16.38069424
3.59941393,5.07436533,-6.76655191 -8.13160022,-1.48650719,2.44451263
-0.58516601,-8.23171546,2.79502892 3.74489738,3.63622677,-7.4409196
-16.36711252,1.45033234,-3.88232074 1.40903199,-16.38119005,-10.26503344
-6.76600278,4.83505061,3.62526759 2.41718513,-1.30941183,-8.18244162
3.34322611,1.11744769,-8.07811656 -8.00005233,1.25946982,3.4053887
-8.3003467,0.42329728,3.13162166 3.61230048,2.15988942,-7.82599605
3.02009067,4.17866014,-9.1976955 -0.10045361,-9.54566083,3.5977753
-9.77572195,3.79001556,0.22471799 4.19646788,-9.65347869,2.50063066
5.19864112,-6.87949728,3.6311536 -1.57489891,2.51881113,-8.19716152
-0.30042008,3.40123478,-14.04380417 3.36489344,-14.03680533,4.29470723
2.66136527,-8.24854662,-0.91058054 -7.21996391,3.65135034,4.2359881
-8.08398756,-1.96738256,2.46083077 3.57467688,5.76753385,-6.66643675
2.42625692,-2.07935863,-8.04270342 -6.57141067,5.933868,3.55445808
3.75952795,-7.4244544,3.62672253 -0.59520633,2.78576672,-8.21223715
3.66635381,5.12188087,-6.85989535 -8.26574445,-1.51482353,2.49495538
-7.05280672,3.65002321,4.81625128 2.58722543,-8.23806407,-1.31041499
4.72796167,-6.91741335,3.63128601 -1.24361022,2.5026537,-8.1985212
3.71820805,4.11575325,-7.49839452 -8.38730598,-0.83035596,2.81719381
3.8306114,-7.72162083,3.73459421 -0.64019979,2.9466586,-8.4288759
3.66151235,-7.02076996,4.97814639 -8.25984042,2.57838972,-1.42136411
1.43422051,-5.16724363,-16.37543982 -16.38219584,-9.11335163,1.41819957
3.47815343,-8.06100698,1.41445292 -8.18062839,3.35236178,0.9765279
-12.95913027,1.4001833,-16.16184159 -1.49439957,-16.35858632,1.37675127
3.23449391,0.53379378,-8.04521395 -7.97290495,1.9899893,3.46943318
3.62960794,3.33653742,-7.62035301 -8.23476478,-0.32214351,2.91596985
4.2238808,3.37812662,-9.25774013 -9.68002485,-0.31908173,3.49690315
-8.4095512,2.7864566,-1.0309054 3.73184931,-7.44897113,4.41551089
1.42009362,-6.32357668,-16.29784662 -16.37388091,-8.12268002,1.3329623
3.17956909,-8.26002141,0.39969739 -7.91943066,3.5937241,2.19384138
3.65327032,-7.80042389,2.90126789 -8.30779348,3.04638444,-0.04733396
0.55913984,3.85589556,-9.57677797 1.98569719,-9.45911168,4.12143724
0.58101372,0.30158611,-16.34897644 -15.17812198,-14.81747569,1.38970008
3.59366461,-0.10276782,-9.38005446 -9.09059737,3.01922512,4.12517639
3.12650214,-8.2231089,0.24025216 -7.8679125,3.59052109,2.44056041
2.97059429,0.05532753,-8.10584528 -7.63326683,2.73412049,3.54677242
4.40075203,-12.18780125,3.84048967 -12.23389495,3.43949836,-0.61436124
-9.238137,-0.38010079,3.40753507 4.0913137,3.46062741,-8.75010227
3.52131704,-7.61191164,3.64764632 -0.44046241,2.90074929,-8.26341255
-6.67316976,5.41093253,3.61916001 2.41789127,-1.71381122,-8.16861778
-8.24271233,-0.13156768,2.97857901 3.62554143,3.03511771,-7.69594507
-8.21488614,-1.06141724,2.55283774 3.63747134,4.46321035,-7.02553551
-8.11644827,2.53163419,-1.69312673 3.58986525,-6.86285022,5.35897003
-13.63871065,1.41379547,-15.88271748 -0.85627768,-16.3711487,1.14140199
-8.22230842,3.12292818,0.22965376 3.59103571,-7.8644003,2.45727824
0.37119993,-8.22612126,3.1592103 2.23681138,3.57977356,-7.88960063
-8.18831969,-1.65130009,2.49952641 3.62710754,5.31032411,-6.82754964
-12.85441071,1.37015266,-16.19142853 -1.44995071,-16.33136778,1.39599164
-7.66682939,2.68560109,3.58797149 2.99180987,0.0873124,-8.19213145
-16.37813836,-9.06690224,1.42283829 1.42961823,-4.62657543,-16.38054436
-13.87105031,4.24445723,2.2685542 3.78697927,-13.85639737,0.38065397
1.43417775,-16.37184741,-6.87669086 -16.39031351,1.41468146,-6.86605952
-1.46923962,-8.18163888,2.6059427 5.03664905,3.62148051,-7.05008807
-8.10292141,-1.53772219,2.48960058 3.58389198,5.13684718,-6.82554253
3.57484225,-7.03337443,4.83718657 -8.08974753,2.58846114,-1.3357607
0.80330559,-8.70334707,3.51685655 1.63212497,3.76169043,-8.44638682
0.6492159,-8.20037781,3.26733198 1.82861809,3.53388409,-8.00274829
